,A,A-q,B,B-q,C,C-q,D,D-q
10864,6.0,9114,71.0,9114,19.0,9114,100.0,9114
10865,100.0,160521,100.0,160521,27.0,160521,16.0,160521
10866,5.0,193159,89.0,193159,3.0,193159,28.0,193159
10867,1.0,9544,100.0,9544,3.0,9544,79.0,9544
10868,11.0,194736,100.0,194736,17.0,194736,100.0,194736
10869,3.0,226928,9.0,226928,2.0,226928,3.0,226928
10870,1.0,35207,5.0,35207,2.0,35207,15.0,35207
10871,3.0,190919,100.0,190919,3.0,190919,100.0,190919
10872,0.0,12877,15.0,12877,0.0,12877,2.0,12877
10873,7.0,33279,100.0,33279,15.0,33279,100.0,33279
10874,8.0,39224,60.0,39224,3.0,39224,31.0,39224
10875,6.0,67074,100.0,67074,17.0,67074,100.0,67074
10876,100.0,44651,100.0,44651,100.0,44651,100.0,44651
10877,16.0,12031,4.0,12031,4.0,12031,4.0,12031
10878,12.0,58388,19.0,58388,19.0,58388,100.0,58388
10879,11.0,59063,100.0,59063,17.0,59063,100.0,59063
10880,14.0,212061,100.0,212061,0.0,212061,51.0,212061
10881,100.0,9944,100.0,9944,20.0,9944,18.0,9944
10882,1.0,119551,1.0,119551,1.0,119551,1.0,119551
10883,100.0,243347,0.0,243347,2.0,243347,0.0,243347
10884,0.0,11471,3.0,11471,1.0,11471,3.0,11471
10885,69.0,190333,100.0,190333,100.0,190333,100.0,190333
10886,3.0,37810,8.0,37810,4.0,37810,10.0,37810
10887,100.0,10260,83.0,10260,78.0,10260,39.0,10260
10888,100.0,88356,100.0,88356,35.0,88356,49.0,88356
10889,100.0,50184,100.0,50184,100.0,50184,100.0,50184
10890,94.0,60532,100.0,60532,100.0,60532,100.0,60532
10891,0.0,12089,4.0,12089,1.0,12089,9.0,12089
10892,100.0,34912,100.0,34912,100.0,34912,100.0,34912
10893,45.0,9786,16.0,9786,12.0,9786,15.0,9786
10894,7.0,259967,23.0,259967,8.0,259967,19.0,259967
10895,10.0,77166,100.0,77166,20.0,77166,100.0,77166
10896,100.0,193374,7.0,193374,56.0,193374,33.0,193374
10897,15.0,157886,2.0,157886,3.0,157886,1.0,157886
10898,100.0,64199,1.0,64199,1.0,64199,1.0,64199
10899,0.0,35895,100.0,35895,8.0,35895,100.0,35895
10900,100.0,55294,76.0,55294,64.0,55294,100.0,55294
10901,18.0,10688,41.0,10688,9.0,10688,30.0,10688
10902,66.0,114271,100.0,114271,56.0,114271,57.0,114271
10903,83.0,11076,2.0,11076,39.0,11076,20.0,11076
10904,0.0,274126,9.0,274126,7.0,274126,100.0,274126
10905,13.0,32346,89.0,32346,52.0,32346,100.0,32346
10906,24.0,52947,68.0,52947,11.0,52947,59.0,52947
10907,3.0,64731,11.0,64731,7.0,64731,26.0,64731
10908,100.0,32501,100.0,32501,58.0,32501,100.0,32501
10909,9.0,11261,9.0,11261,9.0,11261,9.0,11261
10910,100.0,232101,100.0,232101,7.0,232101,15.0,232101
10911,90.0,253557,100.0,253557,100.0,253557,100.0,253557
10912,6.0,12508,15.0,12508,11.0,12508,42.0,12508
10913,48.0,101771,15.0,101771,23.0,101771,33.0,101771
10914,100.0,124716,1.0,124716,1.0,124716,1.0,124716
10915,1.0,217536,100.0,217536,6.0,217536,100.0,217536
10916,33.0,270958,100.0,270958,54.0,270958,100.0,270958
10917,15.0,146096,100.0,146096,37.0,146096,100.0,146096
10918,2.0,154101,3.0,154101,2.0,154101,5.0,154101
10919,10.0,33469,68.0,33469,6.0,33469,13.0,33469
10920,59.0,240639,100.0,240639,70.0,240639,100.0,240639
10921,3.0,223317,3.0,223317,1.0,223317,7.0,223317
10922,100.0,137301,1.0,137301,9.0,137301,1.0,137301
10923,100.0,210924,83.0,210924,100.0,210924,32.0,210924
10924,15.0,188144,100.0,188144,9.0,188144,93.0,188144
10925,100.0,9315,100.0,9315,34.0,9315,96.0,9315
10926,0.0,98511,0.0,98511,0.0,98511,6.0,98511
10927,0.0,227354,75.0,227354,9.0,227354,100.0,227354
10928,100.0,153806,100.0,153806,3.0,153806,9.0,153806
10929,4.0,219969,4.0,219969,4.0,219969,3.0,219969
10930,48.0,76864,46.0,76864,14.0,76864,43.0,76864
10931,100.0,59624,100.0,59624,100.0,59624,100.0,59624
10932,0.0,217131,0.0,217131,0.0,217131,0.0,217131
10933,100.0,79841,100.0,79841,18.0,79841,59.0,79841
10934,1.0,247040,2.0,247040,0.0,247040,5.0,247040
10935,0.0,251194,100.0,251194,3.0,251194,100.0,251194
10936,100.0,53950,100.0,53950,100.0,53950,100.0,53950
10937,100.0,190098,100.0,190098,26.0,190098,45.0,190098
10938,28.0,264235,100.0,264235,43.0,264235,100.0,264235
10939,100.0,220468,53.0,220468,7.0,220468,52.0,220468
10940,100.0,135516,100.0,135516,27.0,135516,74.0,135516
10941,0.0,240443,0.0,240443,0.0,240443,1.0,240443
10942,0.0,76171,0.0,76171,0.0,76171,2.0,76171
10943,1.0,217961,4.0,217961,4.0,217961,22.0,217961
10944,12.0,12230,97.0,12230,3.0,12230,84.0,12230
10945,23.0,55241,23.0,55241,21.0,55241,39.0,55241
10946,84.0,34752,3.0,34752,13.0,34752,7.0,34752
10947,9.0,38321,24.0,38321,31.0,38321,100.0,38321
10948,4.0,197862,6.0,197862,2.0,197862,1.0,197862
10949,2.0,244115,12.0,244115,9.0,244115,53.0,244115
10950,100.0,50805,100.0,50805,58.0,50805,100.0,50805
10951,100.0,31415,46.0,31415,43.0,31415,19.0,31415
10952,18.0,246981,51.0,246981,46.0,246981,100.0,246981
10953,100.0,12375,14.0,12375,13.0,12375,22.0,12375
10954,100.0,195737,4.0,195737,3.0,195737,13.0,195737
10955,100.0,10036,29.0,10036,8.0,10036,10.0,10036
10956,100.0,136101,9.0,136101,8.0,136101,19.0,136101
10957,100.0,265023,5.0,265023,2.0,265023,4.0,265023
10958,87.0,118546,50.0,118546,59.0,118546,46.0,118546
10959,100.0,9641,100.0,9641,63.0,9641,100.0,9641
10960,22.0,256743,100.0,256743,9.0,256743,28.0,256743
10961,14.0,9092,8.0,9092,10.0,9092,13.0,9092
10962,3.0,227483,2.0,227483,15.0,227483,32.0,227483
10963,1.0,231107,26.0,231107,8.0,231107,100.0,231107
10964,17.0,9138,53.0,9138,25.0,9138,39.0,9138
10965,100.0,55216,100.0,55216,100.0,55216,100.0,55216
10966,100.0,43268,100.0,43268,73.0,43268,88.0,43268
10967,3.0,221107,9.0,221107,4.0,221107,8.0,221107
10968,3.0,248531,100.0,248531,9.0,248531,100.0,248531
10969,1.0,12322,1.0,12322,1.0,12322,4.0,12322
10970,11.0,39588,28.0,39588,7.0,39588,65.0,39588
10971,0.0,73261,1.0,73261,1.0,73261,12.0,73261
10972,6.0,49720,100.0,49720,15.0,49720,100.0,49720
10973,100.0,193460,100.0,193460,16.0,193460,59.0,193460
10974,14.0,249421,34.0,249421,31.0,249421,100.0,249421
10975,6.0,49888,19.0,49888,14.0,49888,84.0,49888
10976,100.0,54243,100.0,54243,8.0,54243,73.0,54243
10977,20.0,59021,37.0,59021,40.0,59021,75.0,59021
10978,100.0,239689,84.0,239689,8.0,239689,33.0,239689
10979,12.0,131716,26.0,131716,11.0,131716,48.0,131716
10980,15.0,46784,55.0,46784,30.0,46784,100.0,46784
10981,100.0,59888,4.0,59888,0.0,59888,3.0,59888
10982,2.0,172724,1.0,172724,1.0,172724,1.0,172724
10983,3.0,33684,18.0,33684,18.0,33684,77.0,33684
10984,2.0,202189,6.0,202189,6.0,202189,17.0,202189
10985,52.0,67173,100.0,67173,88.0,67173,100.0,67173
10986,12.0,31713,6.0,31713,5.0,31713,8.0,31713
10987,100.0,102076,100.0,102076,35.0,102076,51.0,102076
10988,100.0,243885,5.0,243885,2.0,243885,10.0,243885
10989,0.0,12589,0.0,12589,0.0,12589,9.0,12589
10990,3.0,286566,14.0,286566,6.0,286566,42.0,286566
10991,10.0,292460,100.0,292460,21.0,292460,100.0,292460
10992,0.0,222883,100.0,222883,0.0,222883,83.0,222883
10993,85.0,224404,100.0,224404,7.0,224404,35.0,224404
10994,62.0,265958,45.0,265958,33.0,265958,43.0,265958
10995,30.0,205359,100.0,205359,52.0,205359,100.0,205359
10996,15.0,99786,10.0,99786,18.0,99786,13.0,99786
10997,11.0,120941,26.0,120941,14.0,120941,100.0,120941
10998,24.0,257829,100.0,257829,42.0,257829,100.0,257829
10999,0.0,197267,2.0,197267,0.0,197267,3.0,197267
11000,7.0,155841,2.0,155841,7.0,155841,1.0,155841
11001,1.0,9793,100.0,9793,1.0,9793,60.0,9793
11002,100.0,263926,100.0,263926,11.0,263926,89.0,263926
11003,2.0,149531,51.0,149531,9.0,149531,49.0,149531
11004,15.0,45517,84.0,45517,24.0,45517,100.0,45517
11005,0.0,216826,0.0,216826,0.0,216826,2.0,216826
11006,0.0,40345,0.0,40345,0.0,40345,7.0,40345
11007,1.0,199279,100.0,199279,6.0,199279,100.0,199279
11008,0.0,247829,45.0,247829,6.0,247829,88.0,247829
11009,39.0,57879,13.0,57879,0.0,57879,10.0,57879
11010,1.0,89786,9.0,89786,3.0,89786,30.0,89786
11011,1.0,215359,0.0,215359,0.0,215359,0.0,215359
11012,25.0,60120,38.0,60120,9.0,60120,34.0,60120
11013,100.0,50596,100.0,50596,87.0,50596,61.0,50596
11014,5.0,289105,0.0,289105,4.0,289105,3.0,289105
11015,6.0,256412,21.0,256412,0.0,256412,0.0,256412
11016,0.0,200272,0.0,200272,0.0,200272,0.0,200272
11017,0.0,200622,25.0,200622,1.0,200622,100.0,200622
11018,0.0,256042,0.0,256042,0.0,256042,4.0,256042
11019,1.0,45794,1.0,45794,1.0,45794,1.0,45794
11020,0.0,11433,3.0,11433,1.0,11433,4.0,11433
11021,100.0,222303,48.0,222303,1.0,222303,58.0,222303
11022,1.0,195870,6.0,195870,1.0,195870,1.0,195870
11023,3.0,237802,100.0,237802,6.0,237802,100.0,237802
11024,1.0,194762,1.0,194762,1.0,194762,1.0,194762
11025,8.0,204231,66.0,204231,5.0,204231,19.0,204231
11026,4.0,11599,11.0,11599,9.0,11599,18.0,11599
11027,0.0,69751,0.0,69751,0.0,69751,8.0,69751
11028,0.0,101066,1.0,101066,0.0,101066,4.0,101066
11029,6.0,11063,18.0,11063,6.0,11063,16.0,11063
11030,1.0,237947,36.0,237947,3.0,237947,56.0,237947
11031,3.0,174189,7.0,174189,6.0,174189,23.0,174189
11032,0.0,204724,0.0,204724,0.0,204724,4.0,204724
11033,40.0,291470,56.0,291470,56.0,291470,24.0,291470
11034,0.0,40129,2.0,40129,0.0,40129,21.0,40129
11035,100.0,70435,29.0,70435,100.0,70435,58.0,70435
11036,100.0,59758,100.0,59758,100.0,59758,100.0,59758
11037,43.0,209546,3.0,209546,0.0,209546,2.0,209546
11038,100.0,234238,86.0,234238,29.0,234238,25.0,234238
11039,13.0,54490,100.0,54490,37.0,54490,100.0,54490
11040,3.0,280631,100.0,280631,3.0,280631,100.0,280631
11041,78.0,104321,54.0,104321,100.0,104321,40.0,104321
11042,0.0,75637,2.0,75637,2.0,75637,3.0,75637
11043,2.0,10367,4.0,10367,2.0,10367,3.0,10367
11044,100.0,251292,100.0,251292,100.0,251292,66.0,251292
11045,15.0,80231,44.0,80231,34.0,80231,53.0,80231
11046,17.0,37917,4.0,37917,12.0,37917,7.0,37917
11047,6.0,235583,13.0,235583,13.0,235583,65.0,235583
11048,0.0,73219,4.0,73219,0.0,73219,1.0,73219
11049,100.0,11825,41.0,11825,0.0,11825,5.0,11825
11050,0.0,137441,100.0,137441,0.0,137441,100.0,137441
11051,0.0,9906,3.0,9906,3.0,9906,24.0,9906
11052,0.0,242514,2.0,242514,1.0,242514,8.0,242514
11053,100.0,270465,100.0,270465,100.0,270465,99.0,270465
11054,100.0,247716,100.0,247716,84.0,247716,94.0,247716
11055,100.0,248637,54.0,248637,30.0,248637,17.0,248637
11056,100.0,198080,2.0,198080,2.0,198080,1.0,198080
11057,0.0,247468,0.0,247468,0.0,247468,0.0,247468
11058,7.0,106961,26.0,106961,9.0,106961,84.0,106961
11059,0.0,237290,100.0,237290,1.0,237290,100.0,237290
11060,1.0,232568,15.0,232568,2.0,232568,7.0,232568
11061,25.0,10449,100.0,10449,29.0,10449,47.0,10449
11062,100.0,63537,13.0,63537,0.0,63537,3.0,63537
11063,43.0,188080,11.0,188080,4.0,188080,18.0,188080
11064,3.0,228535,1.0,228535,7.0,228535,100.0,228535
11065,3.0,198983,3.0,198983,2.0,198983,2.0,198983
11066,100.0,224845,0.0,224845,5.0,224845,0.0,224845
11067,100.0,198829,11.0,198829,0.0,198829,12.0,198829
11068,54.0,250657,100.0,250657,87.0,250657,100.0,250657
11069,0.0,252390,0.0,252390,0.0,252390,0.0,252390
11070,1.0,201208,0.0,201208,0.0,201208,0.0,201208
11071,2.0,63188,19.0,63188,2.0,63188,32.0,63188
11072,100.0,12862,4.0,12862,2.0,12862,2.0,12862
11073,100.0,292964,31.0,292964,8.0,292964,10.0,292964
11074,8.0,77061,93.0,77061,18.0,77061,60.0,77061
11075,90.0,293676,100.0,293676,91.0,293676,72.0,293676
11076,5.0,257487,37.0,257487,12.0,257487,69.0,257487
11077,100.0,231651,15.0,231651,35.0,231651,10.0,231651
11078,0.0,234003,0.0,234003,0.0,234003,0.0,234003
11079,100.0,220410,2.0,220410,0.0,220410,3.0,220410
11080,1.0,262399,3.0,262399,3.0,262399,3.0,262399
11081,0.0,12161,1.0,12161,0.0,12161,15.0,12161
11082,100.0,220943,12.0,220943,9.0,220943,22.0,220943
11083,100.0,251553,3.0,251553,19.0,251553,7.0,251553
11084,15.0,207299,0.0,207299,0.0,207299,1.0,207299
11085,0.0,12531,1.0,12531,0.0,12531,11.0,12531
11086,61.0,238020,100.0,238020,38.0,238020,63.0,238020
11087,3.0,263588,95.0,263588,18.0,263588,100.0,263588
11088,33.0,172636,84.0,172636,11.0,172636,15.0,172636
11089,100.0,11034,100.0,11034,9.0,11034,53.0,11034
11090,1.0,220739,5.0,220739,4.0,220739,54.0,220739
11091,40.0,11464,44.0,11464,1.0,11464,53.0,11464
11092,100.0,99801,100.0,99801,100.0,99801,100.0,99801
11093,0.0,221981,0.0,221981,0.0,221981,0.0,221981
11094,0.0,270824,2.0,270824,0.0,270824,7.0,270824
11095,0.0,214266,44.0,214266,9.0,214266,100.0,214266
11096,2.0,12618,5.0,12618,3.0,12618,19.0,12618
11097,10.0,277748,100.0,277748,14.0,277748,66.0,277748
11098,100.0,200675,100.0,200675,0.0,200675,1.0,200675
11099,19.0,33145,10.0,33145,5.0,33145,7.0,33145
11100,100.0,229518,100.0,229518,4.0,229518,76.0,229518
11101,7.0,60527,11.0,60527,13.0,60527,69.0,60527
11102,3.0,31482,72.0,31482,12.0,31482,93.0,31482
11103,100.0,238309,100.0,238309,10.0,238309,50.0,238309
11104,1.0,12248,16.0,12248,8.0,12248,100.0,12248
11105,100.0,244881,1.0,244881,0.0,244881,0.0,244881
11106,100.0,10275,100.0,10275,2.0,10275,45.0,10275
11107,0.0,132301,3.0,132301,2.0,132301,8.0,132301
11108,0.0,57711,3.0,57711,0.0,57711,6.0,57711
11109,2.0,254497,0.0,254497,1.0,254497,0.0,254497
11110,100.0,221597,100.0,221597,100.0,221597,75.0,221597
11111,0.0,11872,2.0,11872,0.0,11872,12.0,11872
11112,14.0,201822,47.0,201822,50.0,201822,66.0,201822
11113,100.0,174977,100.0,174977,6.0,174977,62.0,174977
11114,57.0,219141,23.0,219141,18.0,219141,49.0,219141
11115,67.0,289017,100.0,289017,100.0,289017,80.0,289017
11116,0.0,195061,0.0,195061,0.0,195061,0.0,195061
11117,0.0,54994,2.0,54994,0.0,54994,4.0,54994
11118,1.0,233050,1.0,233050,4.0,233050,5.0,233050
11119,7.0,223953,5.0,223953,3.0,223953,13.0,223953
11120,100.0,9052,5.0,9052,2.0,9052,2.0,9052
11121,3.0,64071,15.0,64071,4.0,64071,37.0,64071
11122,100.0,204773,0.0,204773,0.0,204773,0.0,204773
11123,3.0,51295,4.0,51295,0.0,51295,3.0,51295
11124,100.0,154991,100.0,154991,2.0,154991,8.0,154991
11125,100.0,246500,0.0,246500,0.0,246500,0.0,246500
11126,100.0,9402,100.0,9402,30.0,9402,60.0,9402
11127,3.0,35584,1.0,35584,4.0,35584,7.0,35584
11128,40.0,255443,100.0,255443,75.0,255443,100.0,255443
11129,12.0,35711,13.0,35711,10.0,35711,46.0,35711
11130,100.0,63171,36.0,63171,60.0,63171,95.0,63171
11131,100.0,225741,100.0,225741,11.0,225741,24.0,225741
11132,0.0,234500,3.0,234500,0.0,234500,1.0,234500
11133,100.0,206471,13.0,206471,1.0,206471,2.0,206471
11134,100.0,63521,100.0,63521,100.0,63521,100.0,63521
11135,0.0,226497,13.0,226497,0.0,226497,3.0,226497
11136,9.0,12462,54.0,12462,12.0,12462,25.0,12462
11137,76.0,58221,64.0,58221,11.0,58221,19.0,58221
11138,100.0,234853,100.0,234853,0.0,234853,100.0,234853
11139,100.0,130516,10.0,130516,0.0,130516,1.0,130516
11140,3.0,41000,3.0,41000,1.0,41000,3.0,41000
11141,32.0,254602,100.0,254602,35.0,254602,100.0,254602
11142,10.0,87366,29.0,87366,13.0,87366,29.0,87366
11143,100.0,50241,5.0,50241,2.0,50241,5.0,50241
11144,5.0,143891,9.0,143891,11.0,143891,16.0,143891
11145,16.0,192161,18.0,192161,5.0,192161,16.0,192161
11146,100.0,62625,100.0,62625,100.0,62625,100.0,62625
11147,100.0,218879,100.0,218879,29.0,218879,100.0,218879
11148,0.0,272675,0.0,272675,0.0,272675,0.0,272675
11149,6.0,224015,0.0,224015,6.0,224015,4.0,224015
11150,100.0,36582,52.0,36582,1.0,36582,37.0,36582
11151,100.0,51846,100.0,51846,100.0,51846,100.0,51846
11152,1.0,202577,2.0,202577,1.0,202577,4.0,202577
11153,0.0,112871,0.0,112871,0.0,112871,0.0,112871
11154,100.0,251545,3.0,251545,1.0,251545,12.0,251545
11155,6.0,167971,5.0,167971,2.0,167971,1.0,167971
11156,0.0,41515,1.0,41515,0.0,41515,10.0,41515
11157,2.0,76666,2.0,76666,1.0,76666,2.0,76666
11158,54.0,245156,71.0,245156,74.0,245156,79.0,245156
11159,29.0,240354,82.0,240354,29.0,240354,100.0,240354
11160,75.0,140301,6.0,140301,1.0,140301,2.0,140301
11161,2.0,193265,1.0,193265,1.0,193265,1.0,193265
11162,100.0,41846,100.0,41846,19.0,41846,81.0,41846
11163,3.0,293230,1.0,293230,3.0,293230,1.0,293230
11164,0.0,9228,1.0,9228,1.0,9228,18.0,9228
11165,0.0,203366,8.0,203366,0.0,203366,20.0,203366
11166,0.0,250354,0.0,250354,0.0,250354,0.0,250354
11167,10.0,125201,19.0,125201,9.0,125201,38.0,125201
11168,0.0,55805,5.0,55805,0.0,55805,37.0,55805
11169,39.0,9382,100.0,9382,45.0,9382,51.0,9382
11170,100.0,239277,100.0,239277,1.0,239277,40.0,239277
11171,6.0,12874,19.0,12874,6.0,12874,14.0,12874
11172,13.0,9678,100.0,9678,22.0,9678,100.0,9678
11173,0.0,276636,0.0,276636,0.0,276636,0.0,276636
11174,27.0,33503,3.0,33503,6.0,33503,7.0,33503
11175,43.0,65363,100.0,65363,60.0,65363,100.0,65363
11176,60.0,261720,100.0,261720,13.0,261720,55.0,261720
11177,31.0,289144,37.0,289144,25.0,289144,46.0,289144
11178,5.0,215932,9.0,215932,5.0,215932,9.0,215932
11179,24.0,237510,37.0,237510,45.0,237510,100.0,237510
11180,8.0,108206,62.0,108206,25.0,108206,100.0,108206
11181,3.0,156056,5.0,156056,3.0,156056,3.0,156056
11182,1.0,9802,4.0,9802,4.0,9802,17.0,9802
11183,16.0,289514,65.0,289514,23.0,289514,100.0,289514
11184,100.0,199111,7.0,199111,4.0,199111,1.0,199111
11185,1.0,32312,3.0,32312,1.0,32312,9.0,32312
11186,100.0,27813,21.0,27813,3.0,27813,75.0,27813
11187,42.0,274488,100.0,274488,49.0,274488,60.0,274488
11188,4.0,191171,3.0,191171,4.0,191171,2.0,191171
11189,100.0,140881,26.0,140881,8.0,140881,1.0,140881
11190,1.0,47642,1.0,47642,1.0,47642,5.0,47642
11191,17.0,131491,17.0,131491,11.0,131491,18.0,131491
11192,0.0,223800,0.0,223800,0.0,223800,0.0,223800
11193,1.0,53744,13.0,53744,1.0,53744,2.0,53744
11194,10.0,197949,13.0,197949,14.0,197949,66.0,197949
11195,0.0,250138,1.0,250138,0.0,250138,22.0,250138
11196,100.0,257757,1.0,257757,2.0,257757,1.0,257757
11197,100.0,250092,5.0,250092,6.0,250092,6.0,250092
11198,1.0,9044,0.0,9044,0.0,9044,1.0,9044
11199,0.0,160471,26.0,160471,0.0,160471,14.0,160471
11200,100.0,182618,78.0,182618,72.0,182618,26.0,182618
11201,20.0,70474,100.0,70474,10.0,70474,2.0,70474
11202,100.0,185427,100.0,185427,46.0,185427,98.0,185427
11203,0.0,240991,1.0,240991,0.0,240991,6.0,240991
11204,100.0,69655,100.0,69655,100.0,69655,100.0,69655
11205,3.0,264934,57.0,264934,7.0,264934,85.0,264934
11206,38.0,285472,100.0,285472,55.0,285472,100.0,285472
11207,0.0,260977,0.0,260977,0.0,260977,0.0,260977
11208,0.0,99051,3.0,99051,1.0,99051,12.0,99051
11209,100.0,10326,100.0,10326,4.0,10326,25.0,10326
11210,15.0,151286,43.0,151286,15.0,151286,16.0,151286
11211,38.0,153741,60.0,153741,22.0,153741,28.0,153741
11212,100.0,199957,100.0,199957,27.0,199957,100.0,199957
11213,0.0,126641,3.0,126641,0.0,126641,2.0,126641
11214,100.0,64964,100.0,64964,4.0,64964,56.0,64964
11215,100.0,259749,100.0,259749,1.0,259749,58.0,259749
11216,13.0,213624,0.0,213624,6.0,213624,0.0,213624
11217,20.0,130111,100.0,130111,50.0,130111,100.0,130111
11218,11.0,182835,100.0,182835,16.0,182835,100.0,182835
11219,16.0,229365,12.0,229365,10.0,229365,11.0,229365
11220,67.0,232483,95.0,232483,7.0,232483,19.0,232483
11221,0.0,232529,0.0,232529,0.0,232529,20.0,232529
11222,11.0,245414,26.0,245414,12.0,245414,53.0,245414
11223,0.0,46792,2.0,46792,0.0,46792,3.0,46792
11224,15.0,221305,21.0,221305,24.0,221305,100.0,221305
11225,6.0,12435,11.0,12435,5.0,12435,21.0,12435
11226,18.0,65508,60.0,65508,36.0,65508,87.0,65508
11227,7.0,35316,1.0,35316,0.0,35316,6.0,35316
11228,0.0,257583,1.0,257583,0.0,257583,4.0,257583
11229,3.0,245947,46.0,245947,1.0,245947,26.0,245947
11230,0.0,40216,0.0,40216,0.0,40216,7.0,40216
11231,100.0,12966,42.0,12966,0.0,12966,18.0,12966
11232,75.0,103671,30.0,103671,94.0,103671,18.0,103671
11233,0.0,11649,21.0,11649,0.0,11649,40.0,11649
11234,8.0,253893,100.0,253893,9.0,253893,90.0,253893
11235,3.0,249067,1.0,249067,1.0,249067,1.0,249067
11236,4.0,35746,10.0,35746,11.0,35746,19.0,35746
11237,100.0,36869,100.0,36869,12.0,36869,3.0,36869
11238,5.0,151951,63.0,151951,12.0,151951,100.0,151951
11239,4.0,226839,0.0,226839,0.0,226839,3.0,226839
11240,43.0,258226,47.0,258226,12.0,258226,97.0,258226
11241,100.0,45444,100.0,45444,2.0,45444,3.0,45444
11242,100.0,218592,48.0,218592,0.0,218592,37.0,218592
11243,0.0,57880,16.0,57880,2.0,57880,63.0,57880
11244,100.0,37281,100.0,37281,100.0,37281,100.0,37281
11245,0.0,42694,25.0,42694,7.0,42694,78.0,42694
11246,45.0,217688,78.0,217688,39.0,217688,100.0,217688
11247,1.0,290918,2.0,290918,2.0,290918,7.0,290918
11248,0.0,246687,0.0,246687,0.0,246687,0.0,246687
11249,18.0,236585,9.0,236585,7.0,236585,4.0,236585
11250,100.0,267420,7.0,267420,1.0,267420,13.0,267420
11251,0.0,239670,1.0,239670,1.0,239670,1.0,239670
11252,1.0,187621,1.0,187621,1.0,187621,1.0,187621
11253,100.0,106166,100.0,106166,100.0,106166,100.0,106166
11254,0.0,163436,0.0,163436,0.0,163436,1.0,163436
11255,2.0,220902,14.0,220902,2.0,220902,51.0,220902
11256,100.0,67020,100.0,67020,100.0,67020,100.0,67020
11257,1.0,238431,3.0,238431,5.0,238431,13.0,238431
11258,7.0,221240,9.0,221240,11.0,221240,14.0,221240
11259,50.0,196933,81.0,196933,24.0,196933,35.0,196933
11260,2.0,140706,56.0,140706,14.0,140706,100.0,140706
11261,11.0,229670,5.0,229670,11.0,229670,7.0,229670
11262,100.0,62672,3.0,62672,0.0,62672,1.0,62672
11263,2.0,78156,37.0,78156,7.0,78156,65.0,78156
11264,1.0,188307,1.0,188307,1.0,188307,1.0,188307
11265,12.0,64175,25.0,64175,12.0,64175,38.0,64175
11266,49.0,46907,100.0,46907,18.0,46907,86.0,46907
11267,12.0,133101,29.0,133101,15.0,133101,100.0,133101
11268,0.0,146001,2.0,146001,0.0,146001,1.0,146001
11269,100.0,194774,70.0,194774,6.0,194774,40.0,194774
11270,100.0,38748,100.0,38748,100.0,38748,97.0,38748
11271,0.0,9506,11.0,9506,0.0,9506,2.0,9506
11272,4.0,11425,9.0,11425,5.0,11425,15.0,11425
11273,100.0,271777,0.0,271777,0.0,271777,0.0,271777
11274,100.0,185165,100.0,185165,0.0,185165,12.0,185165
11275,0.0,51391,1.0,51391,0.0,51391,2.0,51391
11276,0.0,261327,0.0,261327,0.0,261327,0.0,261327
11277,1.0,200634,3.0,200634,1.0,200634,8.0,200634
11278,100.0,275734,0.0,275734,0.0,275734,0.0,275734
11279,0.0,46004,0.0,46004,1.0,46004,3.0,46004
11280,4.0,208204,5.0,208204,4.0,208204,7.0,208204
11281,7.0,12659,1.0,12659,1.0,12659,3.0,12659
11282,2.0,221493,17.0,221493,2.0,221493,56.0,221493
11283,100.0,233857,0.0,233857,0.0,233857,2.0,233857
11284,1.0,260865,0.0,260865,0.0,260865,0.0,260865
11285,0.0,10234,100.0,10234,0.0,10234,93.0,10234
11286,2.0,12209,5.0,12209,4.0,12209,21.0,12209
11287,38.0,186749,100.0,186749,38.0,186749,59.0,186749
11288,3.0,199845,8.0,199845,3.0,199845,2.0,199845
11289,100.0,50095,2.0,50095,4.0,50095,6.0,50095
11290,7.0,124781,100.0,124781,0.0,124781,2.0,124781
11291,10.0,10721,26.0,10721,17.0,10721,100.0,10721
11292,100.0,153716,100.0,153716,15.0,153716,26.0,153716
11293,3.0,68443,18.0,68443,8.0,68443,75.0,68443
11294,21.0,290277,100.0,290277,37.0,290277,100.0,290277
